 ,f,|hNSNS/hBHBH|,arg(hNSNS/hBHBH) 
val#5796,1.384037634e+01,1.002258027e+00,-2.105544336e-02 
val#5797,1.384161140e+01,1.002254974e+00,-2.106994783e-02 
val#5798,1.384284685e+01,1.002246010e+00,-2.108358319e-02 
val#5799,1.384408272e+01,1.002231541e+00,-2.109635429e-02 
val#5800,1.384531899e+01,1.002211963e+00,-2.110827334e-02 
val#5801,1.384655566e+01,1.002187663e+00,-2.111935852e-02 
val#5802,1.384779274e+01,1.002159015e+00,-2.112963281e-02 
val#5803,1.384903022e+01,1.002126374e+00,-2.113912313e-02 
val#5804,1.385026811e+01,1.002090084e+00,-2.114785926e-02 
val#5805,1.385150640e+01,1.002050467e+00,-2.115587319e-02 
val#5806,1.385274510e+01,1.002007828e+00,-2.116319838e-02 
val#5807,1.385398421e+01,1.001962456e+00,-2.116986906e-02 
val#5808,1.385522372e+01,1.001914618e+00,-2.117591981e-02 
val#5809,1.385646364e+01,1.001864567e+00,-2.118138520e-02 
val#5810,1.385770397e+01,1.001812534e+00,-2.118629926e-02 
val#5811,1.385894470e+01,1.001758736e+00,-2.119069541e-02 
val#5812,1.386018584e+01,1.001703373e+00,-2.119460608e-02 
val#5813,1.386142739e+01,1.001646628e+00,-2.119806273e-02 
val#5814,1.386266935e+01,1.001588669e+00,-2.120109545e-02 
val#5815,1.386391171e+01,1.001529651e+00,-2.120373313e-02 
val#5816,1.386515449e+01,1.001469714e+00,-2.120600332e-02 
val#5817,1.386639767e+01,1.001408986e+00,-2.120793216e-02 
val#5818,1.386764126e+01,1.001347583e+00,-2.120954450e-02 
val#5819,1.386888526e+01,1.001285610e+00,-2.121086375e-02 
val#5820,1.387012967e+01,1.001223160e+00,-2.121191217e-02 
val#5821,1.387137449e+01,1.001160320e+00,-2.121271048e-02 
val#5822,1.387261972e+01,1.001097165e+00,-2.121327848e-02 
val#5823,1.387386535e+01,1.001033762e+00,-2.121363459e-02 
val#5824,1.387511140e+01,1.000970172e+00,-2.121379622e-02 
val#5825,1.387635786e+01,1.000906448e+00,-2.121377976e-02 
val#5826,1.387760473e+01,1.000842637e+00,-2.121360061e-02 
val#5827,1.387885201e+01,1.000778781e+00,-2.121327330e-02 
val#5828,1.388009970e+01,1.000714914e+00,-2.121281146e-02 
val#5829,1.388134781e+01,1.000651069e+00,-2.121222800e-02 
val#5830,1.388259632e+01,1.000587273e+00,-2.121153518e-02 
val#5831,1.388384525e+01,1.000523549e+00,-2.121074461e-02 
val#5832,1.388509458e+01,1.000459917e+00,-2.120986730e-02 
val#5833,1.388634434e+01,1.000396394e+00,-2.120891385e-02 
val#5834,1.388759450e+01,1.000332995e+00,-2.120789436e-02 
val#5835,1.388884508e+01,1.000269732e+00,-2.120681861e-02 
val#5836,1.389009606e+01,1.000206617e+00,-2.120569601e-02 
val#5837,1.389134747e+01,1.000143659e+00,-2.120453578e-02 
val#5838,1.389259928e+01,1.000080865e+00,-2.120334694e-02 
val#5839,1.389385151e+01,1.000018244e+00,-2.120213839e-02 
val#5840,1.389510416e+01,9.999558036e-01,-2.120091890e-02 
val#5841,1.389635721e+01,9.998935501e-01,-2.119969725e-02 
val#5842,1.389761069e+01,9.998314913e-01,-2.119848230e-02 
val#5843,1.389886457e+01,9.997696353e-01,-2.119728300e-02 
val#5844,1.390011887e+01,9.997079910e-01,-2.119610841e-02 
val#5845,1.390137359e+01,9.996465688e-01,-2.119496781e-02 
val#5846,1.390262872e+01,9.995853804e-01,-2.119387082e-02 
val#5847,1.390388427e+01,9.995244396e-01,-2.119282730e-02 
val#5848,1.390514024e+01,9.994637625e-01,-2.119184752e-02 
val#5849,1.390639662e+01,9.994033676e-01,-2.119094227e-02 
val#5850,1.390765341e+01,9.993432768e-01,-2.119012274e-02 
val#5851,1.390891062e+01,9.992835149e-01,-2.118940079e-02 
val#5852,1.391016825e+01,9.992241112e-01,-2.118878880e-02 
val#5853,1.391142630e+01,9.991650985e-01,-2.118829998e-02 
val#5854,1.391268477e+01,9.991065148e-01,-2.118794815e-02 
val#5855,1.391394365e+01,9.990484030e-01,-2.118774805e-02 
val#5856,1.391520295e+01,9.989908117e-01,-2.118771532e-02 
val#5857,1.391646266e+01,9.989337956e-01,-2.118786642e-02 
val#5858,1.391772280e+01,9.988774162e-01,-2.118821886e-02 
val#5859,1.391898335e+01,9.988217417e-01,-2.118879115e-02 
val#5860,1.392024433e+01,9.987668487e-01,-2.118960301e-02 
val#5861,1.392150572e+01,9.987128215e-01,-2.119067505e-02 
val#5862,1.392276753e+01,9.986597538e-01,-2.119202923e-02 
val#5863,1.392402976e+01,9.986077484e-01,-2.119368849e-02 
val#5864,1.392529241e+01,9.985569184e-01,-2.119567704e-02 
val#5865,1.392655548e+01,9.985073875e-01,-2.119802013e-02 
val#5866,1.392781897e+01,9.984592907e-01,-2.120074412e-02 
val#5867,1.392908288e+01,9.984127748e-01,-2.120387633e-02 
val#5868,1.393034721e+01,9.983679990e-01,-2.120744504e-02 
val#5869,1.393161196e+01,9.983251352e-01,-2.121147910e-02 
val#5870,1.393287714e+01,9.982843687e-01,-2.121600804e-02 
val#5871,1.393414273e+01,9.982458984e-01,-2.122106167e-02 
val#5872,1.393540875e+01,9.982099369e-01,-2.122666974e-02 
val#5873,1.393667519e+01,9.981767108e-01,-2.123286167e-02 
val#5874,1.393794205e+01,9.981464605e-01,-2.123966606e-02 
val#5875,1.393920933e+01,9.981194402e-01,-2.124711018e-02 
val#5876,1.394047703e+01,9.980959170e-01,-2.125521936e-02 
val#5877,1.394174516e+01,9.980761707e-01,-2.126401638e-02 
val#5878,1.394301371e+01,9.980604923e-01,-2.127352060e-02 
val#5879,1.394428269e+01,9.980491829e-01,-2.128374715e-02 
val#5880,1.394555208e+01,9.980425519e-01,-2.129470604e-02 
val#5881,1.394682191e+01,9.980409150e-01,-2.130640108e-02 
val#5882,1.394809215e+01,9.980445912e-01,-2.131882878e-02 
val#5883,1.394936282e+01,9.980539003e-01,-2.133197729e-02 
val#5884,1.395063392e+01,9.980691589e-01,-2.134582519e-02 
val#5885,1.395190544e+01,9.980906763e-01,-2.136034041e-02 
val#5886,1.395317738e+01,9.981187504e-01,-2.137547914e-02 
val#5887,1.395444975e+01,9.981536620e-01,-2.139118470e-02 
val#5888,1.395572255e+01,9.981956697e-01,-2.140738703e-02 
val#5889,1.395699577e+01,9.982450039e-01,-2.142400160e-02 
val#5890,1.395826942e+01,9.983018606e-01,-2.144092940e-02 
val#5891,1.395954349e+01,9.983663951e-01,-2.145805668e-02 
val#5892,1.396081799e+01,9.984387154e-01,-2.147525548e-02 
val#5893,1.396209292e+01,9.985188763e-01,-2.149238421e-02 
val#5894,1.396336827e+01,9.986068734e-01,-2.150928896e-02 
val#5895,1.396464405e+01,9.987026372e-01,-2.152580542e-02 
val#5896,1.396592026e+01,9.988060295e-01,-2.154176094e-02 
val#5897,1.396719689e+01,9.989168388e-01,-2.155697747e-02 
val#5898,1.396847396e+01,9.990347788e-01,-2.157127469e-02 
val#5899,1.396975145e+01,9.991594866e-01,-2.158447355e-02 
val#5900,1.397102937e+01,9.992905241e-01,-2.159640035e-02 
val#5901,1.397230772e+01,9.994273796e-01,-2.160689048e-02 
val#5902,1.397358650e+01,9.995694722e-01,-2.161579259e-02 
val#5903,1.397486571e+01,9.997161571e-01,-2.162297229e-02 
val#5904,1.397614535e+01,9.998667335e-01,-2.162831580e-02 
val#5905,1.397742541e+01,1.000020453e+00,-2.163173285e-02 
val#5906,1.397870591e+01,1.000176528e+00,-2.163315912e-02 
val#5907,1.397998684e+01,1.000334147e+00,-2.163255794e-02 
val#5908,1.398126820e+01,1.000492481e+00,-2.162992104e-02 
val#5909,1.398254998e+01,1.000650697e+00,-2.162526874e-02 
val#5910,1.398383220e+01,1.000807973e+00,-2.161864907e-02 
val#5911,1.398511486e+01,1.000963503e+00,-2.161013610e-02 
val#5912,1.398639794e+01,1.001116514e+00,-2.159982782e-02 
val#5913,1.398768145e+01,1.001266269e+00,-2.158784316e-02 
val#5914,1.398896540e+01,1.001412080e+00,-2.157431875e-02 
val#5915,1.399024978e+01,1.001553313e+00,-2.155940529e-02 
val#5916,1.399153459e+01,1.001689392e+00,-2.154326392e-02 
val#5917,1.399281983e+01,1.001819805e+00,-2.152606235e-02 
val#5918,1.399410551e+01,1.001944104e+00,-2.150797136e-02 
val#5919,1.399539162e+01,1.002061906e+00,-2.148916150e-02 
val#5920,1.399667816e+01,1.002172894e+00,-2.146979995e-02 
val#5921,1.399796514e+01,1.002276813e+00,-2.145004808e-02 
val#5922,1.399925255e+01,1.002373469e+00,-2.143005907e-02 
val#5923,1.400054039e+01,1.002462725e+00,-2.140997633e-02 
val#5924,1.400182867e+01,1.002544495e+00,-2.138993206e-02 
val#5925,1.400311739e+01,1.002618746e+00,-2.137004655e-02 
val#5926,1.400440654e+01,1.002685483e+00,-2.135042741e-02 
val#5927,1.400569612e+01,1.002744753e+00,-2.133116960e-02 
val#5928,1.400698614e+01,1.002796636e+00,-2.131235552e-02 
val#5929,1.400827660e+01,1.002841241e+00,-2.129405527e-02 
val#5930,1.400956749e+01,1.002878702e+00,-2.127632735e-02 
val#5931,1.401085882e+01,1.002909172e+00,-2.125921921e-02 
val#5932,1.401215058e+01,1.002932822e+00,-2.124276808e-02 
val#5933,1.401344279e+01,1.002949835e+00,-2.122700196e-02 
val#5934,1.401473543e+01,1.002960401e+00,-2.121194037e-02 
val#5935,1.401602850e+01,1.002964721e+00,-2.119759529e-02 
val#5936,1.401732202e+01,1.002962995e+00,-2.118397207e-02 
val#5937,1.401861597e+01,1.002955428e+00,-2.117107027e-02 
val#5938,1.401991036e+01,1.002942221e+00,-2.115888442e-02 
val#5939,1.402120518e+01,1.002923576e+00,-2.114740489e-02 
val#5940,1.402250045e+01,1.002899690e+00,-2.113661846e-02 
val#5941,1.402379616e+01,1.002870755e+00,-2.112650898e-02 
val#5942,1.402509230e+01,1.002836957e+00,-2.111705798e-02 
val#5943,1.402638889e+01,1.002798478e+00,-2.110824513e-02 
val#5944,1.402768591e+01,1.002755490e+00,-2.110004870e-02 
val#5945,1.402898337e+01,1.002708160e+00,-2.109244597e-02 
val#5946,1.403028128e+01,1.002656646e+00,-2.108541348e-02 
val#5947,1.403157962e+01,1.002601099e+00,-2.107892741e-02 
val#5948,1.403287840e+01,1.002541662e+00,-2.107296376e-02 
val#5949,1.403417763e+01,1.002478471e+00,-2.106749860e-02 
val#5950,1.403547730e+01,1.002411653e+00,-2.106250809e-02 
val#5951,1.403677740e+01,1.002341330e+00,-2.105796888e-02 
val#5952,1.403807795e+01,1.002267615e+00,-2.105385790e-02 
val#5953,1.403937895e+01,1.002190615e+00,-2.105015266e-02 
val#5954,1.404068038e+01,1.002110429e+00,-2.104683117e-02 
val#5955,1.404198226e+01,1.002027151e+00,-2.104387206e-02 
val#5956,1.404328457e+01,1.001940871e+00,-2.104125454e-02 
val#5957,1.404458734e+01,1.001851669e+00,-2.103895845e-02 
val#5958,1.404589054e+01,1.001759623e+00,-2.103696417e-02 
val#5959,1.404719419e+01,1.001664807e+00,-2.103525271e-02 
val#5960,1.404849828e+01,1.001567288e+00,-2.103380555e-02 
val#5961,1.404980282e+01,1.001467130e+00,-2.103260473e-02 
val#5962,1.405110780e+01,1.001364395e+00,-2.103163270e-02 
val#5963,1.405241323e+01,1.001259139e+00,-2.103087232e-02 
val#5964,1.405371910e+01,1.001151418e+00,-2.103030682e-02 
val#5965,1.405502541e+01,1.001041283e+00,-2.102991965e-02 
val#5966,1.405633217e+01,1.000928786e+00,-2.102969458e-02 
val#5967,1.405763938e+01,1.000813976e+00,-2.102961540e-02 
val#5968,1.405894703e+01,1.000696900e+00,-2.102966604e-02 
val#5969,1.406025513e+01,1.000577605e+00,-2.102983040e-02 
val#5970,1.406156367e+01,1.000456140e+00,-2.103009232e-02 
val#5971,1.406287266e+01,1.000332550e+00,-2.103043542e-02 
val#5972,1.406418210e+01,1.000206885e+00,-2.103084310e-02 
val#5973,1.406549199e+01,1.000079193e+00,-2.103129833e-02 
val#5974,1.406680232e+01,9.999495267e-01,-2.103178368e-02 
val#5975,1.406811310e+01,9.998179382e-01,-2.103228117e-02 
val#5976,1.406942433e+01,9.996844838e-01,-2.103277214e-02 
val#5977,1.407073601e+01,9.995492234e-01,-2.103323711e-02 
val#5978,1.407204813e+01,9.994122204e-01,-2.103365580e-02 
val#5979,1.407336071e+01,9.992735429e-01,-2.103400685e-02 
val#5980,1.407467373e+01,9.991332643e-01,-2.103426779e-02 
val#5981,1.407598720e+01,9.989914641e-01,-2.103441489e-02 
val#5982,1.407730112e+01,9.988482282e-01,-2.103442301e-02 
val#5983,1.407861549e+01,9.987036503e-01,-2.103426548e-02 
val#5984,1.407993032e+01,9.985578323e-01,-2.103391391e-02 
val#5985,1.408124559e+01,9.984108852e-01,-2.103333812e-02 
val#5986,1.408256131e+01,9.982629303e-01,-2.103250591e-02 
val#5987,1.408387748e+01,9.981140999e-01,-2.103138294e-02 
val#5988,1.408519411e+01,9.979645382e-01,-2.102993252e-02 
val#5989,1.408651118e+01,9.978144030e-01,-2.102811555e-02 
val#5990,1.408782871e+01,9.976638663e-01,-2.102589024e-02 
val#5991,1.408914669e+01,9.975131155e-01,-2.102321205e-02 
val#5992,1.409046512e+01,9.973623552e-01,-2.102003345e-02 
val#5993,1.409178401e+01,9.972118079e-01,-2.101630385e-02 
val#5994,1.409310335e+01,9.970617158e-01,-2.101196944e-02 
val#5995,1.409442314e+01,9.969123419e-01,-2.100697302e-02 
val#5996,1.409574338e+01,9.967639719e-01,-2.100125402e-02 
val#5997,1.409706408e+01,9.966169152e-01,-2.099474832e-02 
val#5998,1.409838523e+01,9.964715071e-01,-2.098738833e-02 
val#5999,1.409970683e+01,9.963281097e-01,-2.097910291e-02 
val#6000,1.410102889e+01,9.961871138e-01,-2.096981748e-02 
val#6001,1.410235141e+01,9.960489404e-01,-2.095945421e-02 
val#6002,1.410367437e+01,9.959140422e-01,-2.094793217e-02 
val#6003,1.410499780e+01,9.957829049e-01,-2.093516768e-02 
val#6004,1.410632168e+01,9.956560485e-01,-2.092107472e-02 
val#6005,1.410764601e+01,9.955340286e-01,-2.090556550e-02 
val#6006,1.410897081e+01,9.954174371e-01,-2.088855115e-02 
val#6007,1.411029605e+01,9.953069029e-01,-2.086994257e-02 
val#6008,1.411162176e+01,9.952030922e-01,-2.084965150e-02 
val#6009,1.411294792e+01,9.951067085e-01,-2.082759176e-02 
val#6010,1.411427454e+01,9.950184920e-01,-2.080368069e-02 
val#6011,1.411560161e+01,9.949392184e-01,-2.077784092e-02 
val#6012,1.411692914e+01,9.948696969e-01,-2.075000226e-02 
val#6013,1.411825714e+01,9.948107677e-01,-2.072010398e-02 
val#6014,1.411958558e+01,9.947632989e-01,-2.068809722e-02 
val#6015,1.412091449e+01,9.947281814e-01,-2.065394776e-02 
val#6016,1.412224386e+01,9.947063235e-01,-2.061763898e-02 
val#6017,1.412357368e+01,9.946986441e-01,-2.057917499e-02 
val#6018,1.412490397e+01,9.947060650e-01,-2.053858393e-02 
val#6019,1.412623471e+01,9.947295008e-01,-2.049592142e-02 
val#6020,1.412756592e+01,9.947698484e-01,-2.045127392e-02 
val#6021,1.412889758e+01,9.948279746e-01,-2.040476199e-02 
val#6022,1.413022970e+01,9.949047027e-01,-2.035654340e-02 
val#6023,1.413156229e+01,9.950007972e-01,-2.030681577e-02 
val#6024,1.413289533e+01,9.951169477e-01,-2.025581868e-02 
val#6025,1.413422884e+01,9.952537521e-01,-2.020383508e-02 
val#6026,1.413556281e+01,9.954116986e-01,-2.015119174e-02 
val#6027,1.413689724e+01,9.955911477e-01,-2.009825865e-02 
val#6028,1.413823213e+01,9.957923146e-01,-2.004544714e-02 
val#6029,1.413956749e+01,9.960152517e-01,-1.999320659e-02 
val#6030,1.414090330e+01,9.962598330e-01,-1.994201963e-02 
val#6031,1.414223959e+01,9.965257400e-01,-1.989239584e-02 
val#6032,1.414357633e+01,9.968124500e-01,-1.984486390e-02 
val#6033,1.414491353e+01,9.971192284e-01,-1.979996232e-02 
val#6034,1.414625120e+01,9.974451236e-01,-1.975822903e-02 
val#6035,1.414758934e+01,9.977889671e-01,-1.972018994e-02 
val#6036,1.414892794e+01,9.981493779e-01,-1.968634698e-02 
val#6037,1.415026700e+01,9.985247722e-01,-1.965716598e-02 
val#6038,1.415160653e+01,9.989133769e-01,-1.963306487e-02 
val#6039,1.415294652e+01,9.993132499e-01,-1.961440271e-02 
val#6040,1.415428698e+01,9.997223028e-01,-1.960147001e-02 
val#6041,1.415562790e+01,1.000138329e+00,-1.959448084e-02 
val#6042,1.415696929e+01,1.000559034e+00,-1.959356701e-02 
val#6043,1.415831115e+01,1.000982069e+00,-1.959877467e-02 
val#6044,1.415965347e+01,1.001405064e+00,-1.961006347e-02 
val#6045,1.416099626e+01,1.001825663e+00,-1.962730831e-02 
val#6046,1.416233952e+01,1.002241556e+00,-1.965030345e-02 
val#6047,1.416368324e+01,1.002650514e+00,-1.967876898e-02 
val#6048,1.416502743e+01,1.003050412e+00,-1.971235913e-02 
val#6049,1.416637209e+01,1.003439260e+00,-1.975067210e-02 
val#6050,1.416771722e+01,1.003815222e+00,-1.979326085e-02 
val#6051,1.416906281e+01,1.004176631e+00,-1.983964459e-02 
val#6052,1.417040888e+01,1.004522004e+00,-1.988932024e-02 
val#6053,1.417175541e+01,1.004850048e+00,-1.994177367e-02 
val#6054,1.417310241e+01,1.005159665e+00,-1.999649020e-02 
val#6055,1.417444988e+01,1.005449950e+00,-2.005296410e-02 
val#6056,1.417579783e+01,1.005720186e+00,-2.011070702e-02 
val#6057,1.417714624e+01,1.005969839e+00,-2.016925494e-02 
val#6058,1.417849512e+01,1.006198547e+00,-2.022817382e-02 
val#6059,1.417984447e+01,1.006406107e+00,-2.028706384e-02 
